PACKET_ID,PACKET_TYPE_Control_Packet,CONTROL_PACKET_TYPE_DIO,CONTROL_PACKET_TYPE_App1_CBR,CONTROL_PACKET_TYPE_DAO,SOURCE_ID,RECEIVER_ID,NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS_Successful,PACKET_STATUS_Collided,Class Type
0,1,1,0,0,4,10,22506418,22506418,6,1,0,1
0,1,1,0,0,13,12,10110733,10110733,6,0,1,1
0,1,1,0,0,5,11,23534869,23534869,6,0,1,1
379,0,0,1,0,1,4,37170176,37170176,0,1,0,0
7,0,0,1,0,1,3,120000,120000,6,1,0,0
275,0,0,1,0,1,3,5480000,5480000,6,1,0,2
446,0,0,1,0,1,5,43720796,43720796,0,1,0,0
503,0,0,1,0,1,5,49352339,49352339,0,1,0,0
507,0,0,1,0,1,4,49720187,49720187,0,1,0,0
0,1,0,0,0,10,15,13915000,13915000,6,1,0,1
0,1,1,0,0,9,4,93686262,93686262,6,0,1,1
327,0,0,1,0,1,5,32070823,32070823,0,1,0,0
262,0,0,1,0,1,3,5220000,5220000,6,1,0,0
286,0,0,1,0,1,5,44692803,44692803,0,1,0,2
0,1,0,0,0,10,14,8905000,8905000,6,0,1,1
0,1,0,0,0,10,2,15525000,15525000,6,0,1,1
487,0,0,1,0,2,7,94652867,94652867,0,1,0,0
303,0,0,1,0,1,3,6040000,6040000,6,1,0,0
259,0,0,1,0,1,4,40350775,40350775,0,1,0,2
134,0,0,1,0,1,3,2660000,2660000,6,1,0,2
529,0,0,1,0,1,3,10560000,10560000,6,1,0,0
258,0,0,1,0,1,3,5140000,5140000,6,1,0,0
257,0,0,1,0,1,3,5120000,5120000,6,1,0,0
0,1,0,0,0,1,11,12140000,12140000,6,1,0,1
0,1,0,0,0,2,3,4269000,4269000,6,1,0,2
256,0,0,1,0,1,5,25094396,25094396,0,1,0,0
368,0,0,1,0,1,3,7340000,7340000,6,1,0,0
270,0,0,1,0,1,4,42158873,42158873,0,1,0,2
112,0,0,1,0,1,5,11005742,11005742,0,1,0,0
0,1,1,0,0,6,15,73506174,73506174,6,0,1,1
0,1,0,0,0,2,5,46331605,46331605,0,1,0,2
89,0,0,1,0,1,3,1760000,1760000,6,1,0,0
346,0,0,1,0,1,5,33845783,33845783,0,1,0,0
275,0,0,1,0,1,3,5480000,5480000,6,1,0,2
0,1,1,0,0,11,1,13150625,13150625,6,1,0,1
0,1,0,0,0,10,4,50380326,50380326,0,1,0,2
315,0,0,1,0,1,4,30835351,30835351,0,1,0,0
512,0,0,1,0,1,4,50204613,50204613,0,1,0,0
370,0,0,1,0,1,5,36212099,36212099,0,1,0,0
216,0,0,1,0,1,4,21201331,21201331,0,1,0,0
207,0,0,1,0,1,4,20291400,20291400,0,1,0,0
156,0,0,1,0,1,3,3100000,3100000,6,1,0,2
502,0,0,1,0,1,5,49271782,49271782,0,1,0,0
0,1,1,0,0,15,5,24360631,24360631,6,0,1,1
0,1,0,0,0,2,3,6228000,6228000,6,1,0,2
0,1,0,0,0,10,4,8400000,8400000,6,0,1,1
61,0,0,1,0,2,7,14512106,14512106,0,1,0,1
0,1,0,0,0,2,3,6004000,6004000,6,1,0,2
97,0,0,1,0,1,5,9582672,9582672,0,1,0,0
0,1,0,0,0,2,3,6766000,6766000,6,1,0,2
0,1,0,0,0,10,5,63235403,63235403,0,1,0,2
0,1,1,0,0,5,12,9877786,9877786,6,1,0,1
59,0,0,1,0,1,4,5872140,5872140,0,1,0,0
539,0,0,1,0,1,3,10760000,10760000,6,1,0,0
270,0,0,1,0,1,4,26485647,26485647,0,1,0,0
485,0,0,1,0,2,6,94218344,94218344,6,1,0,0
0,1,1,0,0,15,10,12343242,12343242,6,1,0,1
189,0,0,1,0,1,3,3760000,3760000,6,1,0,0
248,0,0,1,0,2,8,48144028,48144028,0,1,0,0
238,0,0,1,0,1,5,23337867,23337867,0,1,0,0
70,0,0,1,0,1,5,6937752,6937752,0,1,0,0
460,0,0,1,0,2,6,89351694,89351694,6,1,0,0
374,0,0,1,0,1,3,7460000,7460000,6,1,0,0
497,0,0,1,0,2,7,96583940,96583940,0,1,0,0
343,0,0,1,0,1,5,53576677,53576677,0,1,0,2
461,0,0,1,0,2,6,89546360,89546360,6,1,0,0
124,0,0,1,0,1,3,2460000,2460000,6,1,0,0
165,0,0,1,0,1,3,3280000,3280000,6,1,0,0
536,0,0,1,0,1,5,52596070,52596070,0,1,0,0
0,1,1,0,0,14,2,23076348,23076348,6,1,0,1
0,1,0,0,0,10,4,65965288,65965288,0,1,0,2
0,1,0,0,0,10,3,2010000,2010000,6,1,0,2
236,0,0,1,0,1,4,23221320,23221320,0,1,0,0
338,0,0,1,0,1,5,52804670,52804670,0,1,0,2
196,0,0,1,0,1,3,3900000,3900000,6,1,0,0
0,1,1,0,0,7,2,26322639,26322639,6,1,0,0
504,0,0,1,0,1,4,49483574,49483574,0,1,0,0
335,0,0,1,0,1,4,56590798,56590798,0,1,0,2
498,0,0,1,0,1,4,48858807,48858807,0,1,0,0
0,1,0,0,0,10,4,65113973,65113973,0,1,0,2
222,0,0,1,0,1,3,4420000,4420000,6,1,0,0
233,0,0,1,0,1,4,22843567,22843567,0,1,0,0
444,0,0,1,0,1,4,43539279,43539279,0,1,0,0
170,0,0,1,0,1,4,16673374,16673374,0,1,0,0
0,1,0,0,0,10,4,50305912,50305912,0,1,0,2
0,1,1,0,0,5,12,11228764,11228764,6,1,0,1
356,0,0,1,0,1,5,60360353,60360353,0,1,0,2
0,1,0,0,0,10,3,5216000,5216000,6,1,0,2
182,0,0,1,0,1,3,3620000,3620000,6,1,0,2
464,0,0,1,0,1,5,45526795,45526795,0,1,0,0
188,0,0,1,0,1,5,18489350,18489350,0,1,0,0
92,0,0,1,0,1,4,9087474,9087474,0,1,0,0
179,0,0,1,0,1,3,3560000,3560000,6,1,0,0
268,0,0,1,0,1,4,26322525,26322525,0,1,0,0
0,1,0,0,0,2,3,6225000,6225000,6,0,1,2
119,0,0,1,0,1,4,11749712,11749712,0,1,0,0
475,0,0,1,0,2,6,92271684,92271684,6,1,0,0
0,1,0,0,0,1,11,41200000,41200000,6,1,0,1
0,1,1,0,0,6,10,13761718,13761718,6,1,0,1
239,0,0,1,0,1,4,23489489,23489489,0,1,0,0
217,0,0,1,0,1,4,21292737,21292737,0,1,0,0
0,1,1,0,0,12,9,14622405,14622405,6,1,0,1
0,1,0,0,0,10,4,43270000,43270000,6,0,1,1
0,1,1,0,0,12,11,13967944,13967944,6,0,1,1
438,0,0,1,0,1,3,8740000,8740000,6,1,0,0
520,0,0,1,0,1,3,10380000,10380000,6,1,0,0
232,0,0,1,0,2,7,44979623,44979623,0,1,0,0
472,0,0,1,0,2,7,91744366,91744366,0,1,0,0
0,1,0,0,0,2,3,2830000,2830000,6,1,0,2
557,0,0,1,0,1,3,11120000,11120000,6,1,0,0
244,0,0,1,0,1,3,4860000,4860000,6,1,0,0
499,0,0,1,0,1,5,48968985,48968985,0,1,0,0
325,0,0,1,0,1,4,31869559,31869559,0,1,0,0
205,0,0,1,0,1,3,4080000,4080000,6,1,0,2
203,0,0,1,0,1,5,19902463,19902463,0,1,0,0
291,0,0,1,0,1,5,45456358,45456358,0,1,0,2
224,0,0,1,0,1,3,4460000,4460000,6,1,0,0
0,1,0,0,0,6,5,48742027,48742027,0,1,0,2
228,0,0,1,0,1,3,4540000,4540000,6,1,0,0
58,0,0,1,0,1,5,5746025,5746025,0,1,0,0
0,1,0,0,0,10,3,2387000,2387000,6,0,1,2
291,0,0,1,0,2,6,13548800,13548800,6,1,0,1
495,0,0,1,0,1,4,48520868,48520868,0,1,0,0
0,1,0,0,0,6,4,63001924,63001924,0,1,0,2
0,1,1,0,0,11,3,73826504,73826504,6,0,1,1
196,0,0,1,0,1,3,3900000,3900000,6,1,0,0
270,0,0,1,0,1,4,42148856,42148856,0,1,0,2
108,0,0,1,0,1,4,10654502,10654502,0,1,0,0
230,0,0,1,0,1,5,22546738,22546738,0,1,0,0
385,0,0,1,0,1,5,37751405,37751405,0,1,0,0
0,1,0,0,0,2,5,17818136,17818136,0,1,0,2
0,1,0,0,1,9,3,18008497,18008497,6,0,1,0
0,1,0,0,0,1,3,5255000,5255000,6,0,1,1
0,1,0,0,0,10,15,5935000,5935000,6,1,0,1
0,1,0,0,0,1,2,8605000,8605000,6,0,1,1
0,1,1,0,0,13,12,10484851,10484851,6,0,1,1
0,1,0,0,0,6,4,41961722,41961722,0,1,0,2
0,1,0,0,0,2,4,54452687,54452687,0,1,0,2
321,0,0,1,0,1,4,31471512,31471512,0,1,0,0
0,1,1,0,0,6,9,11702956,11702956,6,0,1,1
531,0,0,1,0,1,3,10600000,10600000,6,1,0,0
0,1,0,0,0,2,3,5920000,5920000,6,1,0,2
422,0,0,1,0,1,5,41340080,41340080,0,1,0,0
453,0,0,1,0,2,6,87989032,87989032,6,1,0,0
0,1,1,0,0,2,10,13777209,13777209,6,1,0,1
250,0,0,1,0,2,6,48471834,48471834,6,1,0,0
288,0,0,1,0,1,4,28240219,28240219,0,1,0,0
0,1,0,0,0,6,3,3493000,3493000,6,1,0,2
0,1,1,0,0,6,15,69751351,69751351,6,0,1,1
75,0,0,1,0,2,8,18101254,18101254,0,1,0,1
0,1,0,0,0,1,13,9190000,9190000,6,0,1,1
533,0,0,1,0,1,4,52298920,52298920,0,1,0,0
0,1,0,0,0,2,3,5547000,5547000,6,1,0,2
238,0,0,1,0,1,4,23412101,23412101,0,1,0,0
231,0,0,1,0,1,5,22669349,22669349,0,1,0,0
0,1,0,0,1,11,3,43008119,43008119,6,1,0,0
0,1,0,0,0,6,4,21927653,21927653,0,1,0,2
0,1,0,0,0,10,4,60081415,60081415,0,1,0,2
64,0,0,1,0,1,4,6341588,6341588,0,1,0,0
433,0,0,1,0,2,6,84095712,84095712,6,1,0,0
0,1,1,0,0,15,4,72717488,72717488,6,0,1,1
0,1,0,0,0,2,4,45968694,45968694,0,1,0,2
481,0,0,1,0,1,4,47148721,47148721,0,1,0,0
0,1,0,0,0,2,5,51418039,51418039,0,1,0,2
0,1,1,0,0,5,15,11814153,11814153,6,0,1,1
230,0,0,1,0,2,6,44578514,44578514,6,1,0,0
0,1,0,0,0,10,2,44675000,44675000,6,0,1,1
68,0,0,1,0,2,7,16279242,16279242,0,1,0,1
373,0,0,1,0,1,3,7440000,7440000,6,1,0,0
0,1,0,0,0,1,13,4905000,4905000,6,0,1,1
0,1,0,0,1,11,13,85985141,85985141,6,1,0,0
249,0,0,1,0,1,5,24420979,24420979,0,1,0,0
257,0,0,1,0,1,5,25245043,25245043,0,1,0,0
518,0,0,1,0,1,3,10340000,10340000,6,1,0,0
0,1,1,0,0,11,12,93771145,93771145,6,0,1,1
0,1,0,0,1,4,9,53008180,53008180,6,1,0,0
0,1,1,0,0,12,15,22048109,22048109,6,1,0,1
78,0,0,1,0,1,4,7702378,7702378,0,1,0,0
262,0,0,1,0,2,8,50853703,50853703,0,1,0,0
478,0,0,1,0,2,7,92948336,92948336,0,1,0,0
0,1,0,0,0,10,5,27217569,27217569,0,1,0,2
0,1,0,0,1,5,9,98997649,98997649,6,1,0,0
133,0,0,1,0,1,4,13110312,13110312,0,1,0,0
4,0,0,1,0,1,3,60000,60000,6,1,0,0
0,1,0,0,0,10,5,31467299,31467299,0,1,0,2
536,0,0,1,0,1,5,52569634,52569634,0,1,0,0
231,0,0,1,0,1,4,22648017,22648017,0,1,0,0
0,1,1,0,0,15,9,14852542,14852542,6,0,1,1
126,0,0,1,0,1,3,2500000,2500000,6,1,0,0
0,1,0,0,0,10,4,42855420,42855420,0,1,0,2
0,1,1,0,0,13,12,25296454,25296454,6,0,1,1
154,0,0,1,0,1,5,24221123,24221123,0,1,0,2
0,1,1,0,0,9,2,10716146,10716146,6,1,0,1
79,0,0,1,0,1,3,1560000,1560000,6,1,0,0
0,1,0,0,1,1,3,6008678,6008678,6,1,0,0
183,0,0,1,0,1,3,3640000,3640000,6,1,0,0
271,0,0,1,0,1,3,5400000,5400000,6,1,0,0
0,1,0,0,0,6,4,51203019,51203019,0,1,0,2
0,1,0,0,0,10,4,8250000,8250000,6,0,1,1
0,1,1,0,0,12,4,14723809,14723809,6,0,1,1
234,0,0,1,0,1,5,36501297,36501297,0,1,0,2
292,0,0,1,0,1,4,28595283,28595283,0,1,0,0
0,1,1,0,0,6,4,26017787,26017787,6,0,1,1
274,0,0,1,0,1,4,46189134,46189134,0,1,0,2
0,1,1,0,0,15,6,71912927,71912927,6,1,0,1
388,0,0,1,0,1,4,37997282,37997282,0,1,0,0
0,1,1,0,0,11,14,9660958,9660958,6,1,0,1
0,1,0,0,0,1,5,10070000,10070000,6,0,1,1
19,0,0,1,0,1,3,360000,360000,6,1,0,0
252,0,0,1,0,1,3,5020000,5020000,6,1,0,2
312,0,0,1,0,1,3,6220000,6220000,6,1,0,0
154,0,0,1,0,1,4,15122705,15122705,0,1,0,0
508,0,0,1,0,2,8,98714143,98714143,0,1,0,0
467,0,0,1,0,2,7,90772316,90772316,0,1,0,0
0,1,0,0,0,2,5,28827438,28827438,0,1,0,2
0,1,0,0,0,10,3,2722000,2722000,6,1,0,2
44,0,0,1,0,1,5,4378455,4378455,0,1,0,0
0,1,0,0,0,10,5,30646439,30646439,0,1,0,2
533,0,0,1,0,1,5,52310043,52310043,0,1,0,0
60,0,0,1,0,1,5,5884863,5884863,0,1,0,0
170,0,0,1,0,1,3,3380000,3380000,6,1,0,0
437,0,0,1,0,1,5,42794896,42794896,0,1,0,0
316,0,0,1,0,1,5,30987583,30987583,0,1,0,0
431,0,0,1,0,1,5,42232473,42232473,0,1,0,0
490,0,0,1,0,2,6,95191674,95191674,6,1,0,0
484,0,0,1,0,2,8,94131288,94131288,0,1,0,0
519,0,0,1,0,1,5,50890592,50890592,0,1,0,0
0,1,0,0,0,6,4,54667621,54667621,0,1,0,2
0,1,0,0,0,1,4,6120000,6120000,6,0,1,1
0,1,1,0,0,11,3,15754210,15754210,6,1,0,1
27,0,0,1,0,1,3,520000,520000,6,1,0,0
50,0,0,1,0,1,3,980000,980000,6,1,0,0
144,0,0,1,0,1,4,14149274,14149274,0,1,0,0
0,1,1,0,0,12,1,93939157,93939157,6,1,0,1
0,1,1,0,0,6,15,73815077,73815077,6,1,0,1
559,0,0,1,0,1,5,54863519,54863519,0,1,0,0
0,1,1,0,0,5,12,72378513,72378513,6,0,1,1
0,1,0,0,0,10,6,45670000,45670000,6,1,0,1
356,0,0,1,0,1,3,7100000,7100000,6,1,0,0
503,0,0,1,0,2,6,97722332,97722332,6,1,0,0
441,0,0,1,0,1,3,8800000,8800000,6,1,0,0
0,1,1,0,0,12,9,14397837,14397837,6,0,1,1
0,1,1,0,0,5,3,13620078,13620078,6,1,0,1
463,0,0,1,0,2,7,89987283,89987283,0,1,0,0
0,1,0,0,0,10,2,5650000,5650000,6,1,0,1
340,0,0,1,0,1,5,33300867,33300867,0,1,0,0
0,1,0,0,0,2,3,4298000,4298000,6,1,0,2
228,0,0,1,0,1,4,22423533,22423533,0,1,0,0
326,0,0,1,0,1,3,6500000,6500000,6,1,0,0
275,0,0,1,0,1,4,26932819,26932819,0,1,0,0
0,1,0,0,0,1,3,5835000,5835000,6,0,1,1
0,1,0,0,0,10,5,53140830,53140830,0,1,0,2
0,1,0,0,0,6,5,54679933,54679933,0,1,0,2
525,0,0,1,0,1,3,10480000,10480000,6,1,0,0
139,0,0,1,0,1,4,13667377,13667377,0,1,0,0
0,1,0,0,0,10,3,6175000,6175000,6,1,0,2
237,0,0,1,0,1,3,4720000,4720000,6,1,0,0
0,1,1,0,0,15,14,93439700,93439700,6,0,1,1
67,0,0,1,0,1,4,6640024,6640024,0,1,0,0
558,0,0,1,0,1,3,11140000,11140000,6,1,0,0
414,0,0,1,0,1,4,40560073,40560073,0,1,0,0
0,1,0,0,0,1,11,13010000,13010000,6,1,0,1
0,1,0,0,0,2,5,40160988,40160988,0,1,0,2
0,1,0,0,0,2,3,7318000,7318000,6,1,0,2
0,1,1,0,0,5,11,10543332,10543332,6,1,0,1
371,0,0,1,0,1,4,57920544,57920544,0,1,0,2
0,1,0,0,0,2,3,2659000,2659000,6,1,0,2
0,1,0,0,0,10,14,13560000,13560000,6,0,1,1
0,1,0,0,0,10,3,5373000,5373000,6,1,0,2
0,1,1,0,0,14,3,24841550,24841550,6,1,0,1
0,1,1,0,0,4,5,15634949,15634949,6,1,0,1
202,0,0,1,0,1,5,19866169,19866169,0,1,0,0
0,1,1,0,0,15,4,70079282,70079282,6,0,1,1
439,0,0,1,0,1,5,43042451,43042451,0,1,0,0
0,1,1,0,0,3,7,1671654,1671654,6,1,0,0
0,1,0,0,0,1,2,12535000,12535000,6,0,1,1
466,0,0,1,0,2,8,90595812,90595812,0,1,0,0
14,0,0,1,0,1,5,1407324,1407324,0,1,0,0
0,1,1,0,0,13,12,93968057,93968057,6,0,1,1
0,1,1,0,0,12,8,13267,13267,6,1,0,0
180,0,0,1,0,1,3,3580000,3580000,6,1,0,0
310,0,0,1,0,1,3,6180000,6180000,6,1,0,0
0,1,0,0,0,2,4,36860421,36860421,0,1,0,2
388,0,0,1,0,1,5,37991538,37991538,0,1,0,0
0,1,0,0,0,6,3,5227000,5227000,6,0,1,2
499,0,0,1,0,2,6,96943668,96943668,6,1,0,0
0,1,0,0,0,2,3,6222000,6222000,6,1,0,2
438,0,0,1,0,2,6,85069042,85069042,6,1,0,0
0,1,1,0,0,5,11,16342232,16342232,6,0,1,1
0,1,0,0,0,2,3,5648000,5648000,6,1,0,2
168,0,0,1,0,1,5,16490609,16490609,0,1,0,0
185,0,0,1,0,1,5,18162260,18162260,0,1,0,0
0,1,1,0,0,6,15,71059942,71059942,6,0,1,1
24,0,0,1,0,1,4,2381190,2381190,0,1,0,0
0,1,1,0,0,11,1,13714696,13714696,6,1,0,1
549,0,0,1,0,1,4,53803407,53803407,0,1,0,0
251,0,0,1,0,1,4,24669736,24669736,0,1,0,0
0,1,1,0,0,6,13,434836,434836,6,1,0,0
49,0,0,1,0,1,5,4848192,4848192,0,1,0,0
0,1,1,0,0,5,11,23804349,23804349,6,1,0,1
0,1,0,0,0,2,5,19499663,19499663,0,1,0,2
295,0,0,1,0,1,4,28957002,28957002,0,1,0,0
125,0,0,1,0,1,4,12286783,12286783,0,1,0,0
0,1,0,0,0,1,3,38590000,38590000,6,0,1,1
283,0,0,1,0,1,5,27779623,27779623,0,1,0,0
233,0,0,1,0,2,8,45207429,45207429,0,1,0,0
439,0,0,1,0,1,3,8760000,8760000,6,1,0,0
153,0,0,1,0,1,3,3040000,3040000,6,1,0,0
0,1,0,0,0,10,4,27846490,27846490,0,1,0,2
0,1,1,0,0,11,12,23874323,23874323,6,0,1,1
264,0,0,1,0,1,5,25864392,25864392,0,1,0,0
428,0,0,1,0,2,7,83229116,83229116,0,1,0,0
0,1,0,0,0,10,5,25247397,25247397,0,1,0,2
0,1,0,0,0,6,4,32476957,32476957,0,1,0,2
178,0,0,1,0,1,4,17478201,17478201,0,1,0,0
0,1,1,0,0,4,6,70269322,70269322,6,1,0,1
0,1,1,0,0,13,5,68692152,68692152,6,1,0,1
0,1,1,0,0,13,3,13472109,13472109,6,1,0,1
0,1,0,0,0,2,4,19082329,19082329,0,1,0,2
0,1,1,0,0,5,13,23607243,23607243,6,1,0,1
0,1,0,0,0,10,5,47028724,47028724,0,1,0,2
0,1,1,0,0,13,14,22803556,22803556,6,0,1,1
0,1,0,0,0,2,4,43723000,43723000,0,1,0,2
511,0,0,1,0,1,3,10200000,10200000,6,1,0,0
0,1,0,0,0,2,3,5178000,5178000,6,1,0,2
387,0,0,1,0,1,3,7720000,7720000,6,1,0,0
264,0,0,1,0,2,8,51290784,51290784,0,1,0,0
0,1,0,0,0,1,11,12820000,12820000,6,1,0,1
124,0,0,1,0,1,5,12199491,12199491,0,1,0,0
431,0,0,1,0,2,8,83781542,83781542,0,1,0,0
411,0,0,1,0,1,4,64010868,64010868,0,1,0,2
372,0,0,1,0,1,4,36410833,36410833,0,1,0,0
507,0,0,1,0,2,6,98500996,98500996,6,1,0,0
0,1,1,0,0,5,1,9220528,9220528,6,1,0,1
0,1,0,0,0,1,12,14285000,14285000,6,0,1,1
0,1,0,0,0,2,3,5629000,5629000,6,1,0,2
463,0,0,1,0,1,3,9240000,9240000,6,1,0,0
237,0,0,1,0,1,4,23318455,23318455,0,1,0,0
368,0,0,1,0,1,3,7340000,7340000,6,1,0,0
0,1,1,0,0,5,14,68783951,68783951,6,0,1,1
0,1,1,0,0,1,13,819358,819358,6,1,0,0
0,1,0,0,0,2,3,6175000,6175000,6,1,0,2
0,1,1,0,0,5,15,71424770,71424770,6,0,1,1
0,1,1,0,0,6,10,18148614,18148614,6,1,0,1
0,1,0,0,0,10,9,44155000,44155000,6,0,1,1
0,1,1,0,0,3,13,92776986,92776986,6,0,1,1
396,0,0,1,0,1,3,7900000,7900000,6,1,0,0
0,1,0,0,0,10,5,27449158,27449158,0,1,0,2
0,1,0,0,0,1,13,41095000,41095000,6,1,0,1
0,1,0,0,0,2,5,28392124,28392124,0,1,0,2
244,0,0,1,0,1,5,41170438,41170438,0,1,0,2
0,1,1,0,0,14,12,13043624,13043624,6,0,1,1
0,1,1,0,0,15,6,68956031,68956031,6,1,0,1
113,0,0,1,0,1,4,11124590,11124590,0,1,0,0
0,1,1,0,0,15,10,70313143,70313143,6,0,1,1
331,0,0,1,0,1,3,6600000,6600000,6,1,0,2
0,1,1,0,0,1,6,97912,97912,6,1,0,0
0,1,0,0,1,4,9,98020103,98020103,6,1,0,0
48,0,0,1,0,1,5,4758066,4758066,0,1,0,0
0,1,0,0,0,10,5,50361627,50361627,0,1,0,2
290,0,0,1,0,1,4,28488927,28488927,0,1,0,0
0,1,1,0,0,15,10,23724040,23724040,6,1,0,1
0,1,0,0,0,2,4,62756341,62756341,0,1,0,2
0,1,1,0,0,14,13,72737847,72737847,6,1,0,1
0,1,1,0,0,13,3,29869,29869,6,1,0,0
0,1,0,0,0,10,5,65640063,65640063,0,1,0,2
0,1,1,0,0,4,9,13401306,13401306,6,1,0,1
0,1,0,0,0,2,4,42113584,42113584,0,1,0,2
0,1,1,0,0,14,9,21484240,21484240,6,0,1,1
0,1,0,0,0,10,4,13610000,13610000,6,0,1,1
159,0,0,1,0,1,3,3160000,3160000,6,1,0,0
0,1,0,0,0,1,3,39500000,39500000,6,1,0,1
0,1,0,0,1,3,9,93016220,93016220,6,1,0,0
501,0,0,1,0,2,8,97417731,97417731,0,1,0,0
0,1,1,0,0,12,4,16090453,16090453,6,0,1,1
23,0,0,1,0,1,3,440000,440000,6,1,0,0
0,1,0,0,0,10,3,2677000,2677000,6,1,0,2
281,0,0,1,0,2,6,54506480,54506480,6,1,0,0
0,1,0,0,0,10,3,3205000,3205000,6,1,0,2
268,0,0,1,0,1,4,41681560,41681560,0,1,0,2
0,1,1,0,0,11,14,25829132,25829132,6,1,0,1
459,0,0,1,0,2,8,89162451,89162451,0,1,0,0
0,1,1,0,0,8,1,927047,927047,6,1,0,0
235,0,0,1,0,2,8,45571925,45571925,0,1,0,0
501,0,0,1,0,2,6,97333000,97333000,6,1,0,0
0,1,0,0,0,6,4,27753387,27753387,0,1,0,2
261,0,0,1,0,1,3,5200000,5200000,6,1,0,0
43,0,0,1,0,1,5,4285449,4285449,0,1,0,0
0,1,1,0,0,5,3,69221298,69221298,6,1,0,1
3,0,0,1,0,1,5,267762,267762,0,1,0,0
0,1,0,0,0,10,14,10020000,10020000,6,1,0,1
128,0,0,1,0,1,4,12579757,12579757,0,1,0,0
291,0,0,1,0,1,5,28577121,28577121,0,1,0,0
0,1,0,0,0,2,3,2394000,2394000,6,0,1,2
551,0,0,1,0,1,4,54073909,54073909,0,1,0,0
0,1,0,0,0,1,3,9160000,9160000,6,1,0,1
473,0,0,1,0,2,6,91882352,91882352,6,1,0,0
0,1,1,0,0,16,2,51730586,51730586,6,0,1,2
392,0,0,1,0,1,3,7820000,7820000,6,1,0,2
394,0,0,1,0,1,4,38602461,38602461,0,1,0,0
15,0,0,1,0,1,3,280000,280000,6,1,0,0
278,0,0,1,0,1,5,27245907,27245907,0,1,0,0
321,0,0,1,0,1,4,50280095,50280095,0,1,0,2
0,1,0,0,0,2,4,48274377,48274377,0,1,0,2
0,1,1,0,0,13,12,13990159,13990159,6,0,1,1
0,1,1,0,0,6,4,14261933,14261933,6,0,0,1
0,1,0,0,0,2,3,4937000,4937000,6,1,0,2
138,0,0,1,0,1,5,21932457,21932457,0,1,0,2
0,1,0,0,0,6,4,51810008,51810008,0,1,0,2
0,1,0,0,0,2,4,44986891,44986891,0,1,0,2
52,0,0,1,0,2,6,2382720,2382720,6,1,0,1
0,1,0,0,0,2,4,20605915,20605915,0,1,0,2
281,0,0,1,0,1,3,5600000,5600000,6,1,0,2
369,0,0,1,0,1,3,7360000,7360000,6,1,0,0
0,1,0,0,0,2,4,29009836,29009836,0,1,0,2
0,1,1,0,0,11,1,25664198,25664198,6,0,1,1
49,0,0,1,0,1,5,4884806,4884806,0,1,0,0
31,0,0,1,0,1,4,3040810,3040810,0,1,0,0
240,0,0,1,0,1,4,23532152,23532152,0,1,0,0
131,0,0,1,0,1,3,2600000,2600000,6,1,0,0
0,1,0,0,0,10,6,6340000,6340000,6,1,0,1
0,1,1,0,0,15,6,72287452,72287452,6,1,0,1
475,0,0,1,0,1,4,46613184,46613184,0,1,0,0
0,1,1,0,0,5,1,93968057,93968057,6,1,0,1
300,0,0,1,0,1,3,5980000,5980000,6,1,0,0
495,0,0,1,0,1,3,9880000,9880000,6,1,0,0
518,0,0,1,0,1,5,50833591,50833591,0,1,0,0
205,0,0,1,0,1,5,20153827,20153827,0,1,0,0
292,0,0,1,0,1,3,5820000,5820000,6,1,0,2
115,0,0,1,0,1,3,2280000,2280000,6,1,0,0
0,1,1,0,0,9,13,69770556,69770556,6,0,1,1
262,0,0,1,0,2,6,50807826,50807826,6,1,0,0
122,0,0,1,0,1,3,2420000,2420000,6,1,0,0
0,1,0,0,0,10,3,3561000,3561000,6,1,0,2
320,0,0,1,0,1,5,54133263,54133263,0,1,0,2
0,1,1,0,0,11,9,70931140,70931140,6,0,1,1
488,0,0,1,0,2,6,94802342,94802342,6,1,0,0
538,0,0,1,0,1,5,52788646,52788646,0,1,0,0
500,0,0,1,0,2,7,97197574,97197574,0,1,0,0
0,1,1,0,0,7,12,13371189,13371189,6,1,0,0
464,0,0,1,0,2,6,90130358,90130358,6,1,0,0
0,1,1,0,0,5,12,18121630,18121630,6,0,1,1
0,1,0,0,0,10,5,48814639,48814639,0,1,0,2
0,1,1,0,0,9,15,8861215,8861215,6,1,0,1
494,0,0,1,0,1,4,48482654,48482654,0,1,0,0
40,0,0,1,0,1,3,780000,780000,6,1,0,0
55,0,0,1,0,1,3,1080000,1080000,6,1,0,0
250,0,0,1,0,1,5,24540101,24540101,0,1,0,0
0,1,1,0,0,11,3,16949813,16949813,6,1,0,1
0,1,1,0,0,9,7,25545,25545,6,1,0,0
418,0,0,1,0,1,5,65130957,65130957,0,1,0,2
0,1,1,0,0,5,12,10093515,10093515,6,1,0,1
459,0,0,1,0,1,5,45002303,45002303,0,1,0,0
418,0,0,1,0,1,3,8340000,8340000,6,1,0,0
0,1,0,0,1,3,9,52017421,52017421,6,1,0,0
0,1,0,0,0,1,2,9260000,9260000,6,1,0,1
38,0,0,1,0,1,4,3783075,3783075,0,1,0,0
526,0,0,1,0,1,3,10500000,10500000,6,1,0,0
0,1,1,0,0,12,14,15639014,15639014,6,0,1,1
230,0,0,1,0,2,8,44652427,44652427,0,1,0,0
